ruzgardan rüzgardan
kisiden kişiden
yenılıkcı yenilikçi
bahcede bahçede
ısleyıs işleyiş
yasli yaşlı
adayi adayı
ımkansız imkansız
sattiklari sattıkları
eglenme eğlenme
kesinlilkle kesinlikle
manzarasi manzarası
böylr böyle
bolumlerde bölümlerde
gıderdım giderdim
stret stres
sanatcı sanatçı
hıkayesı hikayesi
onalara onlara
çicek çiçek
soyleniyor söyleniyor
acılıyor açılıyor
degisiklik değişiklik
kullanacagım kullanacağım
cekım çekim
ayrimcilik ayrımcılık
katılı katıl
yanlarini yanlarını
yapilmiyor yapılmıyor
burdan buradan
degerlendirmek değerlendirmek
nerdeyse neredeyse
gıtmeyın gitmeyin
karanlikti karanlıktı
cekiyor çekiyor
sogutuyor soğutuyor
yaptim yaptım
kendını kendini
dusuktu düşüktü
marty martı
yaptik yaptık
dolor dolar
istedigimiz istediğimiz
dou dolu
yüznden yüzünden
sikintidan sıkıntıdan
ordaymış oradaymış
çikarma çıkarma
diyemiyeceğim diyemeyeceğim
jeniffer Jennifer
dolasiyla dolayısıyla
derdım derdim
dog doğ
alacaksiniz alacaksınız
farkiyla farkıyla
fizigi fiziği
sordugumda sorduğumda
ızlemeyenler izlemeyenler
kendımı kendimi
iiyi iyi
avsar Avşar
edebılır edebilir
çocugu çocuğu
dusuncelerim düşüncelerim
marsi marş
ogreten öğreten
aratmiyor aratmıyor
arasinda arasından
diorum diyorum
kucuk küçük
oskarı Oskar
çocuga çocuğa
edeyım edeyim
seyden şeyden
soylemeliyim söylemeliyim
iğreç iğrenç
sıkınıtı sıkıntı
ıstedıgı istediği
ediyorm ediyorum
üçünçü üçüncü
bütceyle bütçeyle
relax relaks
gorusler görüşler
bilr bile
önune önüne
birlestigi birleştiği
sorarsaniz sorarsanız
ızlersınız izlersiniz
bursaya bursa
kaplumbağlar kaplumbağalar
cagır çağır
adasi adaşı
cikacak çıkacak
kalıcağınız kalacağınız
acayıp acayip
sayilmaz sayılmaz
ediorum ediyorum
etmeyın etmeyin
tavsıye tavsiye
söylenmıyor söylenmiyor
kullanıldıgını kullanıldığını
guzeldir güzeldir
tadi tadı
alamak almak
sayilmam sayılmam
psıkolojı psikoloji
cocuktan çocuktan
yetıskınlere yetişkinlere
beklentıyle beklentiyle
guzeldii güzeldi
saglayan sağlayan
kasitli kasıtlı
yapılmıs yapılmış
hayward Harvard
geçiçi geçici
gidicekseniz gidecekseniz
odaklanmis odaklanmış
sanatci sanatçı
cekmiyor çekmiyor
söyleyemeyecegim söyleyemeyeceğim
kisilikleri kişilikleri
karsısına karşısına
arkadaşalr arkadaşlar
genekl genel
camur çamur
tskler teşekkürler
olablirdi olabilirdi
kirmizi kırmızı
degerlendirme değerlendirme
mukemmel mükemmel
yarisma yarışma
degilseniz değilseniz
biir bir
istedigimde istediğimde
hissetiğim hissettiğim
eglencesi eğlencesi
yapacaz yapacağız
diy diye
oldukca oldukça
dis dış
sayfasinda sayfasında
dir direk
sımarık şımarık
yapacam yapacağım
eglencelı eğlenceli
kendıne kendine
asiri aşırı
eglendi eğlendi
yapmayi yapmayı
bulamayacaginiz bulamayacağınız
isledigi işlediği
onemlisi önemlisi
dusunurken düşünürken
ıyısı iyisi
arkadaşda arkadaşta
kirmizigul Kırmızıgül
demisti demişti
seylerın şeylerin
ediyolar ediyorlar
deği değil
dha daha
eglence eğlence
başk başka
oturusta oturuşta
gelemsini gelmesini
baskasinin başkasının
turklerin türklerin
kaliyo kalıyor
güzelligi güzelliği
sesınden sesinden
degisir değişir
tesadufen tesadüfen
iğrenc iğrenç
döküman doküman
gönul gönül
degisik değişik
tavdiye tavsiye
animsayon animasyon
kadardi kadardı
beyfendinin beyefendinin
simith Smith
olunmus olunmuş
gelicek gelecek
sartlarında şartlarında
olmasaymıs olmasaymış
kacırmam kaçırmam
olağanustuydu olağanüstüydü
dedıgın dediğin
dedıgım dediğim
cekilebilir çekilebilir
biliyodum biliyordum
biey birey
secın seçin
adami adamı
yalış yanlış
kişişel kişisel
yaparsiniz yaparsınız
bier bir
yarida yarıda
bırbırıne birbirine
arkadaşar arkadaşlar
dez de
ozellıkle özellikle
bayildim bayıldım
bayildik bayıldık
pastasi pastası
sıkabılır sıkabilir
icimize içimize
bittiginde bittiğinde
genclık gençlik
daglarin dağların
asina aşina
keyfili keyifli
dogrultusunda doğrultusunda
alsinlar alsınlar
sevdigimiz sevdiğimiz
gorun görün
koltuklari koltukları
efektlerı efektleri
çikarak çıkarak
tarafimiz tarafımız
yesilcam Yeşilçam
patlamasi patlaması
karanlik karanlık
cınsten cinsten
edebiirsiniz edebilirsiniz
degisen değişen
ustunde üstünde
odluğu olduğu
sevgı sevgi
bayağa bayağı
stones Stone
yapmasi yapması
devami devamı
dakkası dakikası
eglenceli eğlenceli
bolgede bölgede
sarkı şarkı
beyendiğim beğendiğim
ozledım özledim
begenmedigim beğenmediğim
koyulmus koyulmuş
gelmezdı gelmezdi
hazı hazır
dakka dakika
gozunu gözünü
ayarlanmis ayarlanmış
gelcek gelecek
dakkaya Dakika'ya
calisanlarin çalışanların
arkasinda arkasında
dusurmus düşürmüş
konyada Konya'da
afrikaya Afrika'ya
basarılıydı başarılıydı
bıldıgım bildiğim
iilk ilk
gozune gözüne
eğenceli eğlenceli
iile ile
yardimci yardımcı
dan dam
dak dal
dah daha
anlayamiyorum anlayamıyorum
dag dağ
oturmus oturmuş
baslayarak başlayarak
daa daha
inanlmaz inanılmaz
çanakkalede Çanakkale'de
ilede ileride
gozume gözüme
dakin sakin
başlıyo başlıyor
iyidiler iyiydiler
ızlemedım izlemedim
basardi başardı
ızlemedık izlemedik
süpheliyim şüpheliyim
bahsettigim bahsettiğim
otesınde ötesinde
arkadasları arkadaşları
ciftler çiftler
karakterlerın karakterlerin
açikçasi açıkçası
iletisim iletişim
veriyormus veriyormuş
tesaduf tesadüf
mütiş müthiş
cocukların çocukların
cogunun çoğunun
içerisnde içerisinde
dışardaki dışarıdaki
hissetiriyor hissettiriyor
sfer sefer
ediyodu ediyordu
mütavazi mütevazi
cekilen çekilen
iliskin ilişkin
salakca salakça
cizimleri çizimleri
yapmıs yapmış
jım Jim
osmanlidan osmanlıdan
gerektigi gerektiği
haklarini haklarını
yumusak yumuşak
hayatlarinda hayatlarında
ıpone iphone
kurtarmıs kurtarmış
muazamdı muazzamdı
tesekkürler teşekkürler
luzum lüzum
kafalarina kafalarına
biliyo biliyor
yillar yıllar
girmis girmiş
beğenmedm beğenmedim
dedırttı dedirtti
cekildi çekildi
dıger diğer
hoslananlar hoşlananlar
guzeldı güzeldi
icinden içinden
baglanti bağlantı
seyretmedık seyretmedik
basaran başaran
beklentılerı beklentileri
gunumuze günümüze
yapıcağını yapacağını
olimpiyatlari olimpiyatları
söyleyemiyeceğim söyleyemeyeceğim
söyleyim söyleyeyim
etrafini etrafını
icerisindeydi içerisindeydi
edermi ederim
soyleyenlere söyleyenlere
ugradim uğradım
kuruldugu kurulduğu
maras Maraş
anil anıl
ederm ederim
takdır takdir
ayarinda ayarında
yazacagım yazacağım
gecirilmis geçirilmiş
sarki şarkı
organık organik
verdıgım verdiğim
sogutan soğutan
çikiyor çıkıyor
yapmali yapmalı
hazi hazine
götürücez götür
uyuyamadim uyuyamadım
yukseliyor yükseliyor
almanyadan Almanya'dan
hayl hayli
uzayli uzaylı
cozum çözüm
uzunlugu uzunluğu
keyıflı keyifli
seyı şeyi
eglencede eğlencede
surucu sürücü
buro büro
olrak olarak
karmasik karmaşık
gelmemis gelmemiş
ulkemizde ülkemizde
ange Angel
almazdim almazdım
meraklisi meraklısı
edrim ederim
gercekten gerçekten
diyosaniz diyorsanız
etmelı etmeli
tasinan taşıyan
orumcek örümcek
elenor Eleanor
israr ısrar
müdehale müdahale
arkadaslari arkadaşları
aama ama
ataturk Atatürk
derınlıklerı derinlikleri
oynamasi oynaması
arkadaslara arkadaşlara
avcilik avcılık
ıyıdı iyiydi
kirikkale Kırıkkale
veiyorum veriyorum
migfer miğfer
ayrintilari ayrıntıları
deyecek değecek
çope çöpe
dikakt dikkat
donemlerde dönemlerde
bulunmaktadir bulunmaktadır
degıstı değişti
inaniyorum inanıyorum
kittens kitten
leri ile
çook çok
lere kere
cileden çileden
sevmedım sevmedim
havl havlu
aancak ancak
comdan Com'dan
myve meyve
yakindan yakından
mükkemmel mükemmel
karsilasma karşılaşma
hatlariyla hatlarıyla
cvp cevap
calıyor çalıyor
diyemiyosunuz diyemiyorsunuz
verecegim vereceğim
mizrak mızrak
aglama ağlama
aciklamalar açıklamalar
gelisimi gelişimi
kosusturmaca koşuşturmaca
eederim ederim
ıtıbarıyle itibarıyla
gecmis geçmiş
poh pöh
gelisime gelişime
rutın rutin
vakite vakte
kizinin kızının
guzelce güzelce
fazlasini fazlasını
esprıler espriler
arasi arası
dedigi dediği
guzellestiren güzelleştiren
diildi değildi
yasaniyor yaşanıyor
zorlarsaniz zorlarsanız
söylencek söylenecek
olaylari olayları
seyrettık seyrettik
okumuslar okumuşlar
pozısyon pozisyon
uugun uygun
olmazsiniz olmazsınız
baslangic başlangıç
agladı ağladı
alayci alaycı
gidicez gideceğiz
hasl haşla
başlıgı başlığı
uzuldum üzüldüm
bulu bulut
hollandali hollandalı
baskası başkası
izleyeceginiz izleyeceğiniz
gorev görev
aksamina akşamına
burasini burasını
oturdugum oturduğum
gidicem gideceğim
gorulmeyen görülmeyen
mennun memnun
gidicek gidecek
goren gören
bozulmus bozulmuş
hissetiriyorlar hissettiriyorlar
keyıfli keyifli
seyi şeyi
çokk çok
seyh şeyh
cıkacaktır çıkacaktır
keyıfle keyifle
seye şeye
mukemeldi mükemmeldi
degerleri değerleri
fransiz fransız
vesayre vesaire
vaktı vakti
hark harf
gülyabani gulyabani
hissedeceginiz hissedeceğiniz
cekiyorsun çekiyorsun
hari hariç
acsam açsam
serı seri
sasırtıcı şaşırtıcı
gordu gördü
pla plaj
kaida kaide
dusunuluyorsa düşünülüyorsa
duymadim duymadım
gızem gizem
flmi film
mükkemel mükemmel
kesın kesinti
kalacaktir kalacaktır
ltfen lütfen
gecmez geçmez
bilinc bilinç
secmesin seçmesin
vaktınızı vaktinizi
ugur uğur
yersız yersiz
yapilmadan yapılmadan
gecmek geçmek
otobus otobüs
kullanilmamis kullanılmamış
gokdelen gökdelen
basarılılar başarılılar
baslica başlıca
edıyo ediyor
hapi hap
dusurmek düşürmek
ıyıce iyice
gideceginiz gideceğiniz
yazıcam yazacağım
degeri değeri
ilaclar ilaçlar
kalici kalıcı
olduğuda olduğunda
diyemeyecegim diyemeyeceğim
arayip arayıp
yaninda yanında
actılar açtılar
ozellik özellik
rahatlikla rahatlıkla
yapsin yapsın
soylenıyor söyleniyor
ozeti özeti
oyunlarin oyunların
balıkesire Balıkesir'e
kafamiza kafamıza
anlasılıyor anlaşılıyor
phonix Phoenix
çogu çoğu
sukur şükür
söyluyorum söylüyorum
gidiyolar gidiyorlar
kiyafetler kıyafetler
söylicek söyleyecek
cıkardım çıkardım
cok çok
ekıp ekip
yapılabilcek yapılabilecek
deyinmek değinmek
gormek görmek
baskanı başkanı
bıtınce bitince
verilicek verilecek
fılmler filmler
baslamadan başlamadan
acmiyor açmıyor
flim film
hastalik hastalık
acarak açarak
sorulari soruları
yoruluyo yoruluyor
uyanip uyanıp
goruntuler görüntüler
hamm hamam
geldiginizde geldiğinizde
olduğ olduğu
satiyorlar satıyorlar
baslarinda başlarında
baskasi başkası
veriyorsaniz veriyorsanız
cogunda çoğunda
çoçuk çocuk
perder perde
prestige prestije
gosteriyor gösteriyor
sectik seçtik
giler güler
onumuzdeki önümüzdeki
altarnatif alternatif
aktarılmamıs aktarılmamış
kımseye kimseye
buldugum bulduğum
yapamiyorum yapamıyorum
sahane şahane
saece sadece
aciklama açıklama
birakmak bırakmak
bambaska bambaşka
sundan şundan
jubile jübile
ettigin ettiğin
iyiyidi iyiydi
ettigim ettiğim
dakkada Dakika'da
babak bebek
koseye köşeye
hakk hakkı
ıcın için
yapmayin yapmayın
hollandada Hollanda'da
aralari araları
tavsıyen tavsiyen
tavsıyem tavsiyem
yapilirsa yapılırsa
100den 100'den
icerde içeride
hadı hadi
extradan ekstradan
kutlarim kutlarım
perdesınde perdesinde
kosarak koşarak
girşte girişte
ögrenme öğrenme
yasatiyor yaşatıyor
dakıka dakika
deyisle deyişle
agır ağır
kapatabılırım kapatabilirim
yapiliyordu yapılıyordu
konmasi konması
fransada Fransa'da
zamandada zamanda
subatta şubatta
gorselligi görselliği
olmasidir olmasıdır
akillica akıllıca
agırdı ağırdı
eskısı eskisi
anlatmıs anlatmış
ozeni özeni
sevdigim sevdiğim
yaptiklarini yaptıklarını
kategorıde kategoride
sradan sıradan
rıcam ricam
aralik aralık
paylasıyorum paylaşıyorum
işallah inşallah
terettüt tereddüt
ayirmak ayırmak
ıstemeyı istemeyi
cig çiğ
gunumuz günümüz
buba baba
heyacan heyecan
biririne birine
alamiyor alamıyor
degilsin değilsin
kesinkle kesinlikle
gitmemis gitmemiş
pıyasaya piyasaya
quantin Quantum
haha daha
olduu olduğu
otesiydi ötesiydi
dedırten dedirten
sorna sonra
anlamadıgım anlamadığım
kurtariyor kurtarıyor
icleri içleri
ıcerıgıne içeriğine
kiyafetli kıyafetli
neset neşet
cesitli çeşitli
almanyaya Almanya'ya
acamadım açamadım
tesvik teşvik
takvıyesı takviyesi
anlamsiz anlamsız
ucaklar uçaklar
muazam muazzam
koymamislar koymamışlar
aciyor acıyor
kullanilmasi kullanılması
olcağı olacağı
ugraşmış uğraşmış
sakalli sakallı
aktarmıs aktarmış
bazilarini bazılarını
cope çöpe
begenmeme beğenmeme
uzerıne üzerine
gorerek görerek
anlayısı anlayışı
cel çelik
beklerdım beklerdim
cek çek
yonetmen yönetmen
tavrini tavrını
yonetmek yönetmek
verdigini verdiğini
buldugumu bulduğumu
dötlük dörtlük
gıdeceksenız gidecekseniz
qantum Quantum
yorumlarini yorumlarını
hade halde
olmamasi olmaması
ellerıne ellerine
yorumlarina yorumlarına
etkılenerek etkilenerek
verdigimi verdiğimi
ihitiyaç ihtiyaç
gundogdu Gündoğdu
teleskobu teleskop
calışan çalışan
almamiz almamız
kaynamis kaynamış
secerek seçerek
olucaktır olacaktır
almamis almamış
uzere üzere
olucaktım olacaktım
yapanlari yapanları
vaya veya
mazaret mazeret
ihitiyacı ihtiyacı
beecham Beckham
beğenmdim beğenmedim
pure püre
kıbrısın Kıbrıs'ın
ederimm ederim
yayınlayacagım yayınlayacağım
sirketin şirketin
ayiran ayıran
